,review,label
4881,"sees relationships , including son wife , wife father , two brothers , incredible subtlety acumen",1
4882,"new guy , even bull gets recycled",0
4883,"reggio glass rhapsodize cynicism , repetition languorous slo mo sequences , glass ' dirgelike score becomes fang baring lullaby",0
4884,marshall puts suspenseful spin standard horror flick formula,1
4885,"might sort credible gender provoking philosophy submerged , hell cares ?",0
4886,movie ' held captive mediocrity,0
4887,"admirable , sometimes exceptional film",1
4888,film manages find greatness hue drastic iconography,1
4889,"whole lot fun funny middle , though somewhat less hard hitting start finish",1
4890,"spiced humor lrb ' speak fluent flatula , ' advises denlopp rather , er , bubbly exchange alien deckhand rrb witty updatings lrb silver ' parrot replaced morph , cute alien creature mimics everyone everything around rrb",1
4891,customarily jovial air deficit flim flam inventiveness,0
4892,"stories work ones thin scattered , film works well enough make worth watching",1
4893,strangely stirring experience finds warmth coldest environment makes crumb emotional comfort feel like <number> course banquet,1
4894,matthew lillard born play shaggy !,1
4895,"dark pitch comedy frequently veers corny sentimentality , probably would improve much therapeutic zap shock treatment",0
4896,' lots cool stuff packed espn ' ultimate x,1
4897,mothman prophecies best illustrating demons bedevilling modern masculine journey,1
4898,"best , ' black hawk heart",1
4899,"invigorating , surreal , resonant rainbow emotion",1
4900,"tired , unimaginative derivative variation already shallow genre",0
4901,"patchy combination soap opera , low tech magic realism , times , ploddingly sociological commentary",0
4902,"solid cast , assured direction complete lack modern day irony",1
4903,rodriguez chops smart aleck film school brat imagination big kid,1
4904,"movie observe , rather one enter",0
4905,worth cheering breakthrough devoid wit humor,0
4906,lrb barry rrb gives assassin disquieting authority,1
4907,"plot animation offer daytime tv serviceability , little",0
4908,moving important film,1
4909,people really going love piano teacher,1
4910,disappointment movie ultimate imax trip,0
4911,"portrait alienation perfect , certainly succeed alienating viewers",0
4912,"yes , also intriguing honorable , worthwhile addition distinguished film legacy",1
4913,` ` cremaster <number> ' ' come warning ` ` serious film buffs ! ' ',1
4914,"' refreshing real women curves unforced comedy drama relaxed , natural seeming actors",1
4915,surprisingly insightful,1
4916,"read book , film much better mother daughter tale last summer ' ` divine secrets ya ya sisterhood , ' ' saying much",1
4917,"director , fake backdrops stately pacing , never settles consistent tone",0
4918,earnest yet curiously tepid choppy recycling predictability winner,0
4919,"brash , intelligent erotically perplexing , haneke ' portrait upper class austrian society suppression tucked away demons uniquely felt sardonic jolt",1
4920,arguably best script besson written years,1
4921,"things costner movies known ' sanctimonious , self righteous eager earn love want slap",0
4922,pretend ' werewolf avoiding eye contact walking slowly away,0
4923,"fire torpedo clancy ' holes , scripters n't deserve oscars",0
4924,truly terrible,0
4925,' hard imagine acting could flatter,0
4926,"scene drags , underscoring obvious , sentiment slathered top",0
4927,fluffy neo noir hiding behind cutesy film references,0
4928,"special kind movie , melancholic film noir reminded lot memento",1
4929,one genuinely sweet films come along quite time,1
4930,"film really exceptional justify three hour running time , n't",0
4931,highly watchable stuff,1
4932,exceptionally well acted diane lane richard gere,1
4933,"content merely lionize title character exploit anger easy sanctimony , formulaic thrills ham fisted sermon need national health insurance",0
4934,charming slight comedy,1
4935,"unusually dry eyed , even analytical approach material generally played maximum moisture",1
4936,"beyond lame satire , teddy bears ' picnic ranks among pitiful directing debuts esteemed writer actor",0
4937,"looks like action movie , ' poorly made , levels , n't even qualify spoof",0
4938,"mostly ' work , humor , warmth , intelligence , captures life interestingly lived",1
4939,"introduction man ' theories influence , derrida useless portrait artist endlessly inquisitive old man , however , ' invaluable",1
4940,"young hanks fisk , vaguely resemble celebrity parents , bring fresh good looks ease front camera work",1
4941,excellent performances jacqueline bisset martha plimpton grace deeply touching melodrama,1
4942,cast spot mood laid back,1
4943,generic villains lack intrigue lrb funny accents rrb action scenes poorly delivered,0
4944,"bollywood hollywood undoubtedly provide keenest pleasures familiar bombay musicals , also plenty lrb like rrb n't",1
4945,"reason exist , employ hollywood kids people owe favors famous parents",0
4946,"big corner office hell , satan throwing hands surrender , firing r people , decided screen master disguise <number> <number>",0
4947,"captures longing , anguish ache , confusing sexual messages wish part elusive adult world",1
4948,"movie full surprises , biggest secret ballot comedy , gentle biting",1
4949,"deep , realized harsh reality situation would leave theater lower q entered",0
4950,"chance see three splendid actors turn larky chase movie emotionally satisfying exploration human need somebody , belong somebody",1
4951,well cast well directed powerful drama enough sardonic wit keep maudlin,1
4952,"ambitiously naturalistic , albeit half baked , drama abused , inner city autistic teen",1
4953,bad film ' story live style,0
4954,wild ride juiced enough energy excitement least three films,1
4955,muted freak,0
4956,"lead actress ga , impossibly long limbs sweetly conspiratorial smile , towering siren",1
4957,absolutely,0
4958,"turns gripping , amusing , tender heart wrenching , laissez passer earmarks french cinema best",1
4959,cat ' meow marks return form director peter bogdanovich,1
4960,"vibrantly colored beautifully designed , metropolis feast eyes",1
4961,` stock silver bullets director neil marshall ' intense freight train film ',1
4962,"best , occurs often , michael moore ' bowling columbine rekindles muckraking , soul searching spirit ` sick society ? '",1
4963,"real world , actor uncharismatically beautiful would r sum loaded credits like ` ` girl bar <number> ' '",0
4964,barney throws away goodwill first half movie generates orchestrating finale impenetrable dull,0
4965,indispensable peek art agony making people laugh,1
4966,<number> minutes zings along vibrance warmth,1
4967,"film , exactly assured execution , notable sheer audacity openness",1
4968,"' sweet fluffy time , may leave feeling little sticky unsatisfied",0
4969,sayles eye ways people different ethnicities talk others outside group,1
4970,irony film ' cast uniformly superb performances could allowed stand,1
4971,"admire closing scenes film , seem ask whether civilization offers cure vincent ' complaint",1
4972,dreary movie,0
4973,"thriller whose style , structure rhythms integrated story , separate",1
4974,"cruel inhuman cinematic punishment simultaneously degrades characters , stars audience",0
4975,"may think figured con players debut film argentine director fabian bielinsky , thinking someone made wallet",0
4976,premise <elong> tired,0
4977,"like good romance , son bride , proves ' never late learn",1
4978,emotional overload female angst irreparably drags film,0
4979,"' undeniable enjoyment films crammed movie references , fun wears thin ' nothing else happening",1
